language1,language2,ldn
Newar,Estonian,0.5576923076923077
Norfolk,Estonian,0.5340909090909091
Nuosu,Estonian,0.575
Occitan,Estonian,0.4583333333333333
Odia,Estonian,0.6009852216748768
Ossetian,Estonian,0.6178571428571429
Pali,Estonian,0.49722222222222223
Pangasinan,Estonian,0.6320346320346321
Papiamentu,Estonian,0.6178571428571429
Piedmontese,Estonian,0.5857142857142857
Polish,Estonian,0.553125
Ripuarian,Estonian,0.5601503759398496
Romani,Estonian,0.534375
Romanian,Estonian,0.55
Romansh,Estonian,0.534375
Russian,Estonian,0.4659090909090909
Sakha,Estonian,0.5160256410256411
Samoan,Estonian,0.3886363636363636
Sango,Estonian,0.5071428571428571
Sanskrit,Estonian,0.5805555555555555
Santali,Estonian,0.49722222222222223
Scots,Estonian,0.5677655677655677
Serbian,Estonian,0.496875
Sesotho,Estonian,0.5678571428571428
Shona,Estonian,0.5714285714285714
Sicilian,Estonian,0.6691729323308271
Sindhi,Estonian,0.5952380952380952
Sinhalese,Estonian,0.5714285714285714
Slovak,Estonian,0.5821428571428571
Slovenian,Estonian,0.44999999999999996
Somali,Estonian,0.6071428571428571
Spanish,Estonian,0.56875
Sranan,Estonian,0.4824561403508772
Sundanese,Estonian,0.5986842105263158
Swati,Estonian,0.5025
Swedish,Estonian,0.5535714285714286
Tahitian,Estonian,0.47777777777777775
Tajik,Estonian,0.5964285714285714
Tamil,Estonian,0.565625
Tatar,Estonian,0.575
Telugu,Estonian,0.596875
Tetum,Estonian,0.6157635467980296
Thai,Estonian,0.5027777777777778
Tigrinya,Estonian,0.5361111111111111
Tongan,Estonian,0.5
Tsonga,Estonian,0.6468253968253969
Tswana,Estonian,0.5339506172839507
Tulu,Estonian,0.40175953079178883
Tumbuka,Estonian,0.5729166666666666
Turkish,Estonian,0.3958333333333333
Turkmen,Estonian,0.5677655677655677
Tuvan,Estonian,0.575
Udmurt,Estonian,0.3925
Ukrainian,Estonian,0.6321428571428571
Urdu,Estonian,0.6190476190476191
Uyghur,Estonian,0.33270676691729323
Venda,Estonian,0.5833333333333334
Vepsian,Estonian,0.24342105263157895
Vietnamese,Estonian,0.5714285714285714
Võro,Estonian,0.21978021978021978
Walloon,Estonian,0.5789473684210527
Waray,Estonian,0.6285714285714286
Welsh,Estonian,0.534375
Wolof,Estonian,0.6888888888888889
Wu,Estonian,0.55
Xhosa,Estonian,0.45227272727272727
Yoruba,Estonian,0.48055555555555557
Zeelandic,Estonian,0.5571428571428572
Zulu,Estonian,0.565625
Abkhazian,Ewe,0.605911330049261
Acehnese,Ewe,0.49603174603174605
Adyghe,Ewe,0.49025974025974023
Afar,Ewe,0.49583333333333335
Afrikaans,Ewe,0.5047619047619047
Akan,Ewe,0.49166666666666664
Alemannic,Ewe,0.5285714285714286
Amharic,Ewe,0.5458333333333333
Anglo-Saxon,Ewe,0.5714285714285714
Arabic,Ewe,0.5666666666666667
Aragonese,Ewe,0.5583333333333333
Armenian,Ewe,0.4703703703703704
Aromanian,Ewe,0.5057471264367815
Assamese,Ewe,0.47959183673469385
Asturian,Ewe,0.6095238095238095
Atikamekw,Ewe,0.5119047619047619
Avar,Ewe,0.45
Bambara,Ewe,0.5314285714285714
Banjar,Ewe,0.49382716049382713
Bashkir,Ewe,0.5428571428571428
Basque,Ewe,0.5333333333333333
Bavarian,Ewe,0.5413533834586466
Belarusian,Ewe,0.525
Bengali,Ewe,0.5619047619047619
Bhojpuri,Ewe,0.5343915343915344
Bislama,Ewe,0.5306122448979591
Bosnian,Ewe,0.4791666666666667
Breton,Ewe,0.6190476190476191
Buginese,Ewe,0.4291187739463601
Bulgarian,Ewe,0.4875
Burmese,Ewe,0.35555555555555557
Buryat,Ewe,0.6214285714285714
Cantonese,Ewe,0.4212121212121212
Catalan,Ewe,0.5380952380952381
Cebuano,Ewe,0.48148148148148145
Chamorro,Ewe,0.4388888888888889
Chavacano,Ewe,0.5583333333333333
Chechen,Ewe,0.5238095238095238
Cherokee,Ewe,0.4666666666666667
Cheyenne,Ewe,0.4361111111111111
Chichewa,Ewe,0.5026455026455027
Chinese,Ewe,0.5333333333333333
Choctaw,Ewe,0.4533333333333333
Chuvash,Ewe,0.46296296296296297
Cornish,Ewe,0.6190476190476191
Corsican,Ewe,0.6095238095238095
Croatian,Ewe,0.5083333333333333
Czech,Ewe,0.5041666666666667
Danish,Ewe,0.5285714285714286
Divehi,Ewe,0.4971428571428571
Dutch,Ewe,0.519047619047619
Dzongkha,Ewe,0.5608465608465608
Emilian-Romagnol,Ewe,0.6047619047619047
English,Ewe,0.5047619047619047
Erzya,Ewe,0.5291666666666667
Esperanto,Ewe,0.5666666666666667
Estonian,Ewe,0.5428571428571428
Faroese,Ewe,0.6714285714285714
Fijian,Ewe,0.4027777777777778
Finnish,Ewe,0.5380952380952381
Franco-Provençal,Ewe,0.5396825396825397
French,Ewe,0.5142857142857142
Friulian,Ewe,0.5857142857142857
Gagauz,Ewe,0.5982142857142857
Galician,Ewe,0.6206896551724138
Georgian,Ewe,0.5166666666666666
German,Ewe,0.6190476190476191
Gilaki,Ewe,0.4185185185185185
Gorontalo,Ewe,0.5267489711934156
Gothic,Ewe,0.5803571428571429
Greek,Ewe,0.5809523809523809
Greenlandic,Ewe,0.4861111111111111
Gujarati,Ewe,0.5291666666666667
Hakka,Ewe,0.4033333333333333
Hausa,Ewe,0.5666666666666667
Hawaiian,Ewe,0.44166666666666665
Hebrew,Ewe,0.5666666666666667
Herero,Ewe,0.519047619047619
Hindi,Ewe,0.5024630541871921
Hungarian,Ewe,0.3515151515151515
Icelandic,Ewe,0.6714285714285714
Igbo,Ewe,0.45555555555555555
Indonesian,Ewe,0.4925925925925926
Ingush,Ewe,0.4444444444444444
Irish,Ewe,0.45925925925925926
Japanese,Ewe,0.525
Javanese,Ewe,0.6059113300492611
Kabardian,Ewe,0.4383116883116883
Kabiye,Ewe,0.4821428571428571
Kabyle,Ewe,0.5
Kalmyk,Ewe,0.5952380952380952
Kannada,Ewe,0.5166666666666667
Kapampangan,Ewe,0.5370370370370371
Karachay-Balkar,Ewe,0.4778325123152709
Karakalpak,Ewe,0.5428571428571428
Kashmiri,Ewe,0.5041666666666667
Kashubian,Ewe,0.5654761904761905
Kazakh,Ewe,0.49047619047619045
Khmer,Ewe,0.4230769230769231
Kikuyu,Ewe,0.49047619047619045
Kinyarwanda,Ewe,0.475
Kirghiz,Ewe,0.5047619047619047
Kirundi,Ewe,0.48677248677248675
Komi-Permyak,Ewe,0.4693877551020408
Konkani,Ewe,0.5757575757575758
Korean,Ewe,0.4625
Kuanyama,Ewe,0.5054945054945055
Ladino,Ewe,0.5583333333333333
Lak,Ewe,0.5431034482758621
Lao,Ewe,0.4583333333333333
Latin,Ewe,0.5833333333333334
Lezgian,Ewe,0.5904761904761905
Limburgish,Ewe,0.5666666666666667
Lingala,Ewe,0.4778325123152709
Lithuanian,Ewe,0.55
Livvi-Karelian,Ewe,0.47844827586206895
Lombard,Ewe,0.5333333333333333
Luganda,Ewe,0.5380952380952381
Luxembourgish,Ewe,0.5
Macedonian,Ewe,0.5428571428571428
Maithili,Ewe,0.58125
Malayalam,Ewe,0.4708333333333333
Maltese,Ewe,0.5458333333333333
Manx,Ewe,0.45185185185185184
Maori,Ewe,0.5344827586206896
Marathi,Ewe,0.5375
Marshallese,Ewe,0.5617283950617283
Mazandarani,Ewe,0.5490196078431373
Minangkabau,Ewe,0.5416666666666666
Mingrelian,Ewe,0.6502463054187192
Mirandese,Ewe,0.6326530612244897
Moksha,Ewe,0.5
Muscogee,Ewe,0.6523809523809524
Nahuatl,Ewe,0.5353535353535354
Nauruan,Ewe,0.5802469135802469
Navajo,Ewe,0.4333333333333333
Ndonga,Ewe,0.49450549450549447
Neapolitan,Ewe,0.6047619047619047
Newar,Ewe,0.6157635467980296
Norfolk,Ewe,0.6203703703703703
Nuosu,Ewe,0.5
Occitan,Ewe,0.45185185185185184
Odia,Ewe,0.5374149659863945
Ossetian,Ewe,0.5666666666666667
Pali,Ewe,0.5222222222222223
Pangasinan,Ewe,0.6153846153846154
Papiamentu,Ewe,0.6047619047619047
Piedmontese,Ewe,0.5476190476190476
Polish,Ewe,0.6095238095238095
Ripuarian,Ewe,0.5306122448979591
Romani,Ewe,0.5166666666666667
Romanian,Ewe,0.5375
Romansh,Ewe,0.5714285714285714
Russian,Ewe,0.45151515151515154
Sakha,Ewe,0.5073891625615763
Samoan,Ewe,0.37575757575757573
Sango,Ewe,0.4642857142857143
Sanskrit,Ewe,0.5777777777777777
Santali,Ewe,0.45555555555555555
Scots,Ewe,0.5
Serbian,Ewe,0.4708333333333333
Sesotho,Ewe,0.5
Shona,Ewe,0.5459183673469388
Sicilian,Ewe,0.6502463054187192
Sindhi,Ewe,0.5454545454545454
Sinhalese,Ewe,0.5595238095238095
Slovak,Ewe,0.5142857142857142
Slovenian,Ewe,0.45185185185185184
Somali,Ewe,0.5714285714285714
Spanish,Ewe,0.55
Sranan,Ewe,0.4444444444444444
Sundanese,Ewe,0.5517241379310345
Swati,Ewe,0.525
Swedish,Ewe,0.5
Tahitian,Ewe,0.45185185185185184
Tajik,Ewe,0.5809523809523809
Tamil,Ewe,0.49166666666666664
Tatar,Ewe,0.4952380952380952
Telugu,Ewe,0.525
Tetum,Ewe,0.7818181818181819
Thai,Ewe,0.49166666666666664
Tigrinya,Ewe,0.5916666666666667
Tongan,Ewe,0.4444444444444444
Tsonga,Ewe,0.5604395604395604
Tswana,Ewe,0.5085470085470085
Tulu,Ewe,0.3745454545454545
Tumbuka,Ewe,0.5192307692307693
Turkish,Ewe,0.3909090909090909
Turkmen,Ewe,0.5
Tuvan,Ewe,0.5285714285714286
Udmurt,Ewe,0.5619047619047619
Ukrainian,Ewe,0.5904761904761905
Urdu,Ewe,0.5476190476190476
Uyghur,Ewe,0.3214285714285714
Venda,Ewe,0.5714285714285714
Vepsian,Ewe,0.47413793103448276
Vietnamese,Ewe,0.4857142857142857
Võro,Ewe,0.5270935960591133
Walloon,Ewe,0.6111111111111112
Waray,Ewe,0.586734693877551
Welsh,Ewe,0.5166666666666667
Wolof,Ewe,0.5333333333333333
Wu,Ewe,0.5125
Xhosa,Ewe,0.5208333333333334
Yoruba,Ewe,0.36666666666666664
Zeelandic,Ewe,0.5142857142857142
Zulu,Ewe,0.4666666666666667
Abkhazian,Faroese,0.6217948717948718
Acehnese,Faroese,0.5945945945945946
Adyghe,Faroese,0.5167464114832536
Afar,Faroese,0.592948717948718
Afrikaans,Faroese,0.415625
Akan,Faroese,0.6452702702702703
Alemannic,Faroese,0.421875
Amharic,Faroese,0.621875
Anglo-Saxon,Faroese,0.403125
Arabic,Faroese,0.615625
Aragonese,Faroese,0.6
Armenian,Faroese,0.5611111111111111
Aromanian,Faroese,0.40315315315315314
Assamese,Faroese,0.5574324324324325
Asturian,Faroese,0.5641025641025641
Atikamekw,Faroese,0.5915915915915916
Avar,Faroese,0.495
Bambara,Faroese,0.5625
Banjar,Faroese,0.5555555555555556
Bashkir,Faroese,0.571875
Basque,Faroese,0.621875
Bavarian,Faroese,0.44021739130434784
Belarusian,Faroese,0.4888888888888889
Bengali,Faroese,0.553125
Bhojpuri,Faroese,0.5524193548387096
Bislama,Faroese,0.4652777777777778
Bosnian,Faroese,0.54375
Breton,Faroese,0.55
Buginese,Faroese,0.5413105413105413
Bulgarian,Faroese,0.49444444444444446
Burmese,Faroese,0.43333333333333335
Buryat,Faroese,0.6197916666666666
Cantonese,Faroese,0.34411764705882353
Catalan,Faroese,0.56875
Cebuano,Faroese,0.5555555555555556
Chamorro,Faroese,0.44375
Chavacano,Faroese,0.5333333333333333
Chechen,Faroese,0.6
Cherokee,Faroese,0.47115384615384615
Cheyenne,Faroese,0.49572649572649574
Chichewa,Faroese,0.6081081081081081
Chinese,Faroese,0.621875
Choctaw,Faroese,0.5230769230769231
Chuvash,Faroese,0.5444444444444444
Cornish,Faroese,0.54375
Corsican,Faroese,0.4473684210526316
Croatian,Faroese,0.559375
Czech,Faroese,0.559375
Danish,Faroese,0.396875
Divehi,Faroese,0.5944700460829493
Dutch,Faroese,0.440625
Dzongkha,Faroese,0.6171875
Emilian-Romagnol,Faroese,0.5625
English,Faroese,0.4
Erzya,Faroese,0.5583333333333333
Esperanto,Faroese,0.54375
Estonian,Faroese,0.575
Ewe,Faroese,0.6714285714285714
Fijian,Faroese,0.27499999999999997
Finnish,Faroese,0.615625
Franco-Provençal,Faroese,0.5454545454545454
French,Faroese,0.540625
Friulian,Faroese,0.553125
Gagauz,Faroese,0.5852272727272727
Galician,Faroese,0.5544871794871795
Georgian,Faroese,0.4791666666666667
German,Faroese,0.440625
Gilaki,Faroese,0.484375
Gorontalo,Faroese,0.6045751633986928
Gothic,Faroese,0.4444444444444444
Greek,Faroese,0.5638888888888889
Greenlandic,Faroese,0.47692307692307695
Gujarati,Faroese,0.634375
Hakka,Faroese,0.5051282051282051
Hausa,Faroese,0.46136363636363636
Hawaiian,Faroese,0.5875
Hebrew,Faroese,0.625
Herero,Faroese,0.5625
Hindi,Faroese,0.5769230769230769
Hungarian,Faroese,0.4431818181818182
Icelandic,Faroese,0.28250000000000003
Igbo,Faroese,0.35714285714285715
Indonesian,Faroese,0.55
Ingush,Faroese,0.5413105413105413
Irish,Faroese,0.5388888888888889
Japanese,Faroese,0.6
Javanese,Faroese,0.618421052631579
Kabardian,Faroese,0.5047846889952153
Kabiye,Faroese,0.5625
Kabyle,Faroese,0.5805555555555556
Kalmyk,Faroese,0.63125
Kannada,Faroese,0.6125
Kapampangan,Faroese,0.625
Karachay-Balkar,Faroese,0.5709459459459459
Karakalpak,Faroese,0.6089743589743589
Kashmiri,Faroese,0.4318181818181818
Kashubian,Faroese,0.6
Kazakh,Faroese,0.575
Khmer,Faroese,0.44423076923076926
Kikuyu,Faroese,0.603125
Kinyarwanda,Faroese,0.59375
Kirghiz,Faroese,0.6025641025641025
Kirundi,Faroese,0.5912162162162162
Komi-Permyak,Faroese,0.5451388888888888
Konkani,Faroese,0.5416666666666666
Korean,Faroese,0.578125
Kuanyama,Faroese,0.5902777777777778
Ladino,Faroese,0.596875
Lak,Faroese,0.6185897435897436
Lao,Faroese,0.590625
Latin,Faroese,0.5055555555555555
Lezgian,Faroese,0.44999999999999996
Limburgish,Faroese,0.434375
Lingala,Faroese,0.5641025641025641
Lithuanian,Faroese,0.640625
Livvi-Karelian,Faroese,0.6057692307692307
Lombard,Faroese,0.5625
Luganda,Faroese,0.58125
Luxembourgish,Faroese,0.4519230769230769
Macedonian,Faroese,0.540625
Maithili,Faroese,0.6346153846153846
Malayalam,Faroese,0.5416666666666666
Maltese,Faroese,0.5416666666666666
Manx,Faroese,0.5388888888888889
Maori,Faroese,0.6047297297297297
Marathi,Faroese,0.5921052631578947
Marshallese,Faroese,0.5441176470588235
Mazandarani,Faroese,0.6015037593984962
Minangkabau,Faroese,0.6286764705882353
Mingrelian,Faroese,0.6474358974358975
Mirandese,Faroese,0.5964285714285714
Moksha,Faroese,0.6013513513513513
Muscogee,Faroese,0.48717948717948717
Nahuatl,Faroese,0.5516129032258065
Nauruan,Faroese,0.39705882352941174
Navajo,Faroese,0.5277777777777778
Ndonga,Faroese,0.6041666666666666
Neapolitan,Faroese,0.5416666666666666
Newar,Faroese,0.6121794871794872
Norfolk,Faroese,0.4772727272727273
Nuosu,Faroese,0.584375
Occitan,Faroese,0.5027777777777778
Odia,Faroese,0.5646551724137931
Ossetian,Faroese,0.584375
Pali,Faroese,0.55
Pangasinan,Faroese,0.6098484848484849
Papiamentu,Faroese,0.546875
Piedmontese,Faroese,0.515625
Polish,Faroese,0.590625
Ripuarian,Faroese,0.4605263157894737
Romani,Faroese,0.584375
Romanian,Faroese,0.571875
Romansh,Faroese,0.559375
Russian,Faroese,0.4409090909090909
Sakha,Faroese,0.5865384615384616
Samoan,Faroese,0.4409090909090909
Sango,Faroese,0.575
Sanskrit,Faroese,0.6083333333333333
Santali,Faroese,0.5444444444444444
Scots,Faroese,0.40705128205128205
Serbian,Faroese,0.54375
Sesotho,Faroese,0.56875
Shona,Faroese,0.5888157894736842
Sicilian,Faroese,0.5855263157894737
Sindhi,Faroese,0.5104166666666666
Sinhalese,Faroese,0.5560344827586207
Slovak,Faroese,0.5375
Slovenian,Faroese,0.47777777777777775
Somali,Faroese,0.609375
Spanish,Faroese,0.571875
Sranan,Faroese,0.43859649122807015
Sundanese,Faroese,0.6710526315789473
Swati,Faroese,0.525
Swedish,Faroese,0.375
Tahitian,Faroese,0.5388888888888889
Tajik,Faroese,0.5875
Tamil,Faroese,0.61875
Tatar,Faroese,0.575
Telugu,Faroese,0.65625
Tetum,Faroese,0.5905172413793104
Thai,Faroese,0.55
Tigrinya,Faroese,0.5833333333333334
Tongan,Faroese,0.5416666666666666
Tsonga,Faroese,0.6319444444444444
Tswana,Faroese,0.5987654320987654
Tulu,Faroese,0.4340175953079179
Tumbuka,Faroese,0.6354166666666666
Turkish,Faroese,0.44166666666666665
Turkmen,Faroese,0.592948717948718
Tuvan,Faroese,0.56875
Udmurt,Faroese,0.47
Ukrainian,Faroese,0.571875
Urdu,Faroese,0.5512820512820513
Uyghur,Faroese,0.37218045112781956
Venda,Faroese,0.5897435897435898
Vepsian,Faroese,0.6085526315789473
Vietnamese,Faroese,0.5875
Võro,Faroese,0.5737179487179487
Walloon,Faroese,0.6052631578947368
Waray,Faroese,0.5928571428571429
Welsh,Faroese,0.56875
Wolof,Faroese,0.6619047619047619
Wu,Faroese,0.628125
Xhosa,Faroese,0.47954545454545455
Yoruba,Faroese,0.5416666666666666
Zeelandic,Faroese,0.43125
Zulu,Faroese,0.646875
Abkhazian,Fijian,0.26007326007326004
Acehnese,Fijian,0.42342342342342343
Adyghe,Fijian,0.30701754385964913
Afar,Fijian,0.2564102564102564
Afrikaans,Fijian,0.25
Akan,Fijian,0.4617117117117117
Alemannic,Fijian,0.26785714285714285
Amharic,Fijian,0.2752380952380952
Anglo-Saxon,Fijian,0.2619047619047619
Arabic,Fijian,0.2583333333333333
Aragonese,Fijian,0.27619047619047615
Armenian,Fijian,0.2726190476190476
Aromanian,Fijian,0.27027027027027023
Assamese,Fijian,0.25868725868725867
Asturian,Fijian,0.2698412698412698
Atikamekw,Fijian,0.27155727155727155
Avar,Fijian,0.2773809523809524
Bambara,Fijian,0.38866396761133604
Banjar,Fijian,0.3502673796791444
Bashkir,Fijian,0.25595238095238093
Basque,Fijian,0.26095238095238094
Bavarian,Fijian,0.41304347826086957
Belarusian,Fijian,0.26666666666666666
Bengali,Fijian,0.25595238095238093
Bhojpuri,Fijian,0.26881720430107525
Bislama,Fijian,0.4027777777777778
Bosnian,Fijian,0.2583333333333333
Breton,Fijian,0.2654761904761905
Buginese,Fijian,0.20512820512820512
Bulgarian,Fijian,0.2654761904761905
Burmese,Fijian,0.2595238095238095
Buryat,Fijian,0.4548611111111111
Cantonese,Fijian,0.28238095238095234
Catalan,Fijian,0.26666666666666666
Cebuano,Fijian,0.3689839572192513
Chamorro,Fijian,0.2733333333333333
Chavacano,Fijian,0.2702380952380952
Chechen,Fijian,0.26904761904761904
Cherokee,Fijian,0.3142857142857143
Cheyenne,Fijian,0.29914529914529914
Chichewa,Fijian,0.26383526383526384
Chinese,Fijian,0.27999999999999997
Choctaw,Fijian,0.26438492063492064
Chuvash,Fijian,0.27499999999999997
Cornish,Fijian,0.2773809523809524
Corsican,Fijian,0.2631578947368421
Croatian,Fijian,0.2607142857142857
Czech,Fijian,0.2642857142857143
Danish,Fijian,0.26666666666666666
Divehi,Fijian,0.21966205837173577
Dutch,Fijian,0.2642857142857143
Dzongkha,Fijian,0.4244791666666667
Emilian-Romagnol,Fijian,0.2523809523809524
English,Fijian,0.2509523809523809
Erzya,Fijian,0.2773809523809524
Esperanto,Fijian,0.2583333333333333
Estonian,Fijian,0.2619047619047619
Ewe,Fijian,0.4027777777777778
Faroese,Fijian,0.27499999999999997
Finnish,Fijian,0.26095238095238094
Franco-Provençal,Fijian,0.43434343434343436
French,Fijian,0.26
Friulian,Fijian,0.2571428571428571
Gagauz,Fijian,0.26406926406926406
Galician,Fijian,0.27106227106227104
Georgian,Fijian,0.3011904761904762
German,Fijian,0.26904761904761904
Gilaki,Fijian,0.4453125
Gorontalo,Fijian,0.45187165775401067
Gothic,Fijian,0.27910052910052907
Greek,Fijian,0.2773809523809524
Greenlandic,Fijian,0.3261904761904762
Gujarati,Fijian,0.2785714285714286
Hakka,Fijian,0.42094017094017094
Hausa,Fijian,0.2631072631072631
Hawaiian,Fijian,0.22
Hebrew,Fijian,0.2595238095238095
Herero,Fijian,0.2511904761904762
Hindi,Fijian,0.24054982817869414
Hungarian,Fijian,0.2642857142857143
Icelandic,Fijian,0.28214285714285714
Igbo,Fijian,0.2583333333333333
Indonesian,Fijian,0.2357142857142857
Ingush,Fijian,0.26495726495726496
Irish,Fijian,0.26666666666666666
Japanese,Fijian,0.24579124579124578
Javanese,Fijian,0.3991228070175439
Kabardian,Fijian,0.2982456140350877
Kabiye,Fijian,0.4111111111111111
Kabyle,Fijian,0.27619047619047615
Kalmyk,Fijian,0.27499999999999997
Kannada,Fijian,0.25857142857142856
Kapampangan,Fijian,0.3651635720601238
Karachay-Balkar,Fijian,0.41216216216216217
Karakalpak,Fijian,0.26495726495726496
Kashmiri,Fijian,0.26785714285714285
Kashubian,Fijian,0.29523809523809524
Kazakh,Fijian,0.2523809523809524
Khmer,Fijian,0.28428571428571425
Kikuyu,Fijian,0.2595238095238095
Kinyarwanda,Fijian,0.25476190476190474
Kirghiz,Fijian,0.2686202686202686
Kirundi,Fijian,0.25225225225225223
Komi-Permyak,Fijian,0.25396825396825395
Konkani,Fijian,0.5092592592592593
Korean,Fijian,0.25685425685425683
Kuanyama,Fijian,0.24603174603174602
Ladino,Fijian,0.26785714285714285
Lak,Fijian,0.26129426129426125
Lao,Fijian,0.24880952380952379
Latin,Fijian,0.2738095238095238
Lezgian,Fijian,0.2726190476190476
Limburgish,Fijian,0.2619047619047619
Lingala,Fijian,0.2490842490842491
Lithuanian,Fijian,0.27666666666666667
Livvi-Karelian,Fijian,0.2698412698412698
Lombard,Fijian,0.24880952380952379
Luganda,Fijian,0.2630952380952381
Luxembourgish,Fijian,0.2673992673992674
Macedonian,Fijian,0.2523809523809524
Maithili,Fijian,0.4903846153846154
Malayalam,Fijian,0.2523809523809524
Maltese,Fijian,0.2630952380952381
Manx,Fijian,0.2654761904761905
Maori,Fijian,0.3512820512820513
Marathi,Fijian,0.2719298245614035
Marshallese,Fijian,0.3582887700534759
Mazandarani,Fijian,0.4631578947368421
Minangkabau,Fijian,0.3716577540106952
Mingrelian,Fijian,0.2747252747252747
Mirandese,Fijian,0.4595238095238095
Moksha,Fijian,0.25997425997425994
Muscogee,Fijian,0.2614087301587301
Nahuatl,Fijian,0.293394777265745
Nauruan,Fijian,0.3946078431372549
Navajo,Fijian,0.2679172679172679
Ndonga,Fijian,0.24867724867724866
Neapolitan,Fijian,0.2630952380952381
Newar,Fijian,0.2686202686202686
Norfolk,Fijian,0.47107438016528924
Nuosu,Fijian,0.25595238095238093
Occitan,Fijian,0.2595238095238095
Odia,Fijian,0.4724137931034483
Ossetian,Fijian,0.2654761904761905
Pali,Fijian,0.25476190476190474
Pangasinan,Fijian,0.39118457300275483
Papiamentu,Fijian,0.25595238095238093
Piedmontese,Fijian,0.25595238095238093
Polish,Fijian,0.27499999999999997
Ripuarian,Fijian,0.2681704260651629
Romani,Fijian,0.2595238095238095
Romanian,Fijian,0.26666666666666666
Romansh,Fijian,0.2642857142857143
Russian,Fijian,0.2980952380952381
Sakha,Fijian,0.25518925518925517
Samoan,Fijian,0.2261904761904762
Sango,Fijian,0.27619047619047615
Sanskrit,Fijian,0.29404761904761906
Santali,Fijian,0.2642857142857143
Scots,Fijian,0.2576312576312576
Serbian,Fijian,0.25857142857142856
Sesotho,Fijian,0.2511904761904762
Shona,Fijian,0.2694235588972431
Sicilian,Fijian,0.24812030075187969
Sindhi,Fijian,0.5648148148148148
Sinhalese,Fijian,0.25123152709359603
Slovak,Fijian,0.2607142857142857
Slovenian,Fijian,0.2583333333333333
Somali,Fijian,0.25886524822695034
Spanish,Fijian,0.25857142857142856
Sranan,Fijian,0.2531328320802005
Sundanese,Fijian,0.24447717231222385
Swati,Fijian,0.28214285714285714
Swedish,Fijian,0.26785714285714285
Tahitian,Fijian,0.23068783068783066
Tajik,Fijian,0.2642857142857143
Tamil,Fijian,0.2561904761904762
Tatar,Fijian,0.2595238095238095
Telugu,Fijian,0.27095238095238094
Tetum,Fijian,0.335423197492163
Thai,Fijian,0.2464285714285714
Tigrinya,Fijian,0.25595238095238093
Tongan,Fijian,0.21587301587301586
Tsonga,Fijian,0.2698412698412698
Tswana,Fijian,0.28174603174603174
Tulu,Fijian,0.3844086021505376
Tumbuka,Fijian,0.2671957671957672
Turkish,Fijian,0.27285714285714285
Turkmen,Fijian,0.2564102564102564
Tuvan,Fijian,0.25476190476190474
Udmurt,Fijian,0.2642857142857143
Ukrainian,Fijian,0.27619047619047615
Urdu,Fijian,0.2661782661782662
Uyghur,Fijian,0.2907268170426065
Venda,Fijian,0.27106227106227104
Vepsian,Fijian,0.2769423558897243
Vietnamese,Fijian,0.2375478927203065
Võro,Fijian,0.2673992673992674
Walloon,Fijian,0.5215311004784688
Waray,Fijian,0.35714285714285715
Welsh,Fijian,0.26666666666666666
Wolof,Fijian,0.39444444444444443
Wu,Fijian,0.27499999999999997
Xhosa,Fijian,0.2857142857142857
Yoruba,Fijian,0.26785714285714285
Zeelandic,Fijian,0.2595238095238095
Zulu,Fijian,0.2709867452135493
Abkhazian,Finnish,0.592948717948718
Acehnese,Finnish,0.5105105105105106
Adyghe,Finnish,0.5287081339712919
Afar,Finnish,0.532051282051282
Afrikaans,Finnish,0.5678571428571428
Akan,Finnish,0.5912162162162162
Alemannic,Finnish,0.5678571428571428
Amharic,Finnish,0.511
Anglo-Saxon,Finnish,0.6035714285714285
Arabic,Finnish,0.6535714285714286
Aragonese,Finnish,0.609375
Armenian,Finnish,0.525
Aromanian,Finnish,0.38963963963963966
Assamese,Finnish,0.5482625482625483
Asturian,Finnish,0.5769230769230769
Atikamekw,Finnish,0.5675675675675675
Avar,Finnish,0.4875
Bambara,Finnish,0.44605263157894737
Banjar,Finnish,0.5392156862745098
Bashkir,Finnish,0.5821428571428571
Basque,Finnish,0.5288888888888889
Bavarian,Finnish,0.5590062111801242
Belarusian,Finnish,0.5027777777777778
Bengali,Finnish,0.6142857142857143
Bhojpuri,Finnish,0.5
Bislama,Finnish,0.5595238095238095
Bosnian,Finnish,0.54375
Breton,Finnish,0.55
Buginese,Finnish,0.4843304843304843
Bulgarian,Finnish,0.5055555555555555
Burmese,Finnish,0.39166666666666666
Buryat,Finnish,0.6428571428571429
Cantonese,Finnish,0.31176470588235294
Catalan,Finnish,0.6214285714285714
Cebuano,Finnish,0.5065359477124183
Chamorro,Finnish,0.44083333333333335
Chavacano,Finnish,0.5416666666666666
Chechen,Finnish,0.6535714285714286
Cherokee,Finnish,0.45576923076923076
Cheyenne,Finnish,0.4807692307692308
Chichewa,Finnish,0.5506756756756757
Chinese,Finnish,0.502
Choctaw,Finnish,0.44507575757575757
Chuvash,Finnish,0.525
Cornish,Finnish,0.6285714285714286
Corsican,Finnish,0.45
Croatian,Finnish,0.546875
Czech,Finnish,0.54375
Danish,Finnish,0.6142857142857143
Divehi,Finnish,0.543778801843318
Dutch,Finnish,0.5785714285714285
Dzongkha,Finnish,0.6160714285714286
Emilian-Romagnol,Finnish,0.6357142857142857
English,Finnish,0.4822222222222222
Erzya,Finnish,0.4388888888888889
Esperanto,Finnish,0.6357142857142857
Estonian,Finnish,0.2357142857142857
